Entry,Anode/Cathode,Solvent,Electrolyte,Current/Potential
431,GF/Pt,TFE,nBu4NPF6,0.6 mA
432,GF/Pt,TFE: EtOH(1: 1),NaOPiv,0.3 mA
433,GF/Pt,TFE: EtOH(1: 1),NaOPiv,0.9 mA
434,GF/Pt,TFE: EtOH(1: 1),NaOPiv,1.2 mA
435,GF/Pt,TFE: EtOH(1: 1),NaOPiv,1.0 V
436,GF/Pt,TFE: EtOH(1: 1),NaOPiv,1.5 V
437,GF/Pt,TFE: EtOH(1: 1),NaOPiv,0.6 mA
438,GF/Pt,TFE: EtOH(1: 1),K3PO4,0.3 mA
439,GF/Pt,TFE: EtOH(1: 1),K3PO4,0.9 mA
440,GF/Pt,TFE: EtOH(1: 1),K3PO4,1.2 mA
441,GF/Pt,TFE: EtOH(1: 1),K3PO4,1.0 V
442,GF/Pt,TFE: EtOH(1: 1),K3PO4,1.5 V
443,GF/Pt,TFE: EtOH(1: 1),K3PO4,0.6 mA
444,GF/Pt,TFE: EtOH(1: 1),KOAc,0.3 mA
445,GF/Pt,TFE: EtOH(1: 1),KOAc,0.9 mA
446,GF/Pt,TFE: EtOH(1: 1),KOAc,1.2 mA
447,GF/Pt,TFE: EtOH(1: 1),KOAc,1.0 V
448,GF/Pt,TFE: EtOH(1: 1),KOAc,1.5 V
449,GF/Pt,TFE: EtOH(1: 1),KOAc,0.6 mA
450,GF/Pt,TFE: EtOH(1: 1),LiClO4,0.3 mA
451,GF/Pt,TFE: EtOH(1: 1),LiClO4,0.9 mA
452,GF/Pt,TFE: EtOH(1: 1),LiClO4,1.2 mA
453,GF/Pt,TFE: EtOH(1: 1),LiClO4,1.0 V
454,GF/Pt,TFE: EtOH(1: 1),LiClO4,1.5 V
455,GF/Pt,TFE: EtOH(1: 1),LiClO4,0.6 mA
456,GF/Pt,TFE: EtOH(1: 1),LiOAc,0.3 mA
457,GF/Pt,TFE: EtOH(1: 1),LiOAc,0.9 mA
458,GF/Pt,TFE: EtOH(1: 1),LiOAc,1.2 mA
459,GF/Pt,TFE: EtOH(1: 1),LiOAc,1.0 V
460,GF/Pt,TFE: EtOH(1: 1),LiOAc,1.5 V
461,GF/Pt,TFE: EtOH(1: 1),LiOAc,0.6 mA
462,GF/Pt,TFE: EtOH(1: 1),NaO2CAd,0.3 mA
463,GF/Pt,TFE: EtOH(1: 1),NaO2CAd,0.9 mA
464,GF/Pt,TFE: EtOH(1: 1),NaO2CAd,1.2 mA
465,GF/Pt,TFE: EtOH(1: 1),NaO2CAd,1.0 V
466,GF/Pt,TFE: EtOH(1: 1),NaO2CAd,1.5 V
467,GF/Pt,TFE: EtOH(1: 1),NaO2CAd,0.6 mA
468,GF/Pt,TFE: EtOH(1: 1),NaOAc,0.3 mA
469,GF/Pt,TFE: EtOH(1: 1),NaOAc,0.9 mA
470,GF/Pt,TFE: EtOH(1: 1),NaOAc,1.2 mA
471,GF/Pt,TFE: EtOH(1: 1),NaOAc,1.0 V
472,GF/Pt,TFE: EtOH(1: 1),NaOAc,1.5 V
473,GF/Pt,TFE: EtOH(1: 1),NaOAc,0.6 mA
474,GF/Pt,TFE: EtOH(1: 1),nBu4NOAc,0.3 mA
475,GF/Pt,TFE: EtOH(1: 1),nBu4NOAc,0.9 mA
476,GF/Pt,TFE: EtOH(1: 1),nBu4NOAc,1.2 mA
477,GF/Pt,TFE: EtOH(1: 1),nBu4NOAc,1.0 V
478,GF/Pt,TFE: EtOH(1: 1),nBu4NOAc,1.5 V
479,GF/Pt,TFE: EtOH(1: 1),nBu4NOAc,0.6 mA
480,GF/Pt,TFE: EtOH(1: 1),nBu4NPF6,0.3 mA
481,GF/Pt,TFE: EtOH(1: 1),nBu4NPF6,0.9 mA
482,GF/Pt,TFE: EtOH(1: 1),nBu4NPF6,1.2 mA
483,GF/Pt,TFE: EtOH(1: 1),nBu4NPF6,1.0 V
484,GF/Pt,TFE: EtOH(1: 1),nBu4NPF6,1.5 V
485,GF/Pt,TFE: EtOH(1: 1),nBu4NPF6,0.6 mA
486,GF/Pt,TFE: MeCN(1: 1),NaOPiv,0.3 mA
487,GF/Pt,TFE: MeCN(1: 1),NaOPiv,0.9 mA
488,GF/Pt,TFE: MeCN(1: 1),NaOPiv,1.2 mA
489,GF/Pt,TFE: MeCN(1: 1),NaOPiv,1.0 V
490,GF/Pt,TFE: MeCN(1: 1),NaOPiv,1.5 V
491,GF/Pt,TFE: MeCN(1: 1),NaOPiv,0.6 mA
492,GF/Pt,TFE: MeCN(1: 1),K3PO4,0.3 mA
493,GF/Pt,TFE: MeCN(1: 1),K3PO4,0.9 mA
494,GF/Pt,TFE: MeCN(1: 1),K3PO4,1.2 mA
495,GF/Pt,TFE: MeCN(1: 1),K3PO4,1.0 V
496,GF/Pt,TFE: MeCN(1: 1),K3PO4,1.5 V
497,GF/Pt,TFE: MeCN(1: 1),K3PO4,0.6 mA
498,GF/Pt,TFE: MeCN(1: 1),KOAc,0.3 mA
499,GF/Pt,TFE: MeCN(1: 1),KOAc,0.9 mA
500,GF/Pt,TFE: MeCN(1: 1),KOAc,1.2 mA
501,GF/Pt,TFE: MeCN(1: 1),KOAc,1.0 V
502,GF/Pt,TFE: MeCN(1: 1),KOAc,1.5 V
503,GF/Pt,TFE: MeCN(1: 1),KOAc,0.6 mA
504,GF/Pt,TFE: MeCN(1: 1),LiClO4,0.3 mA
505,GF/Pt,TFE: MeCN(1: 1),LiClO4,0.9 mA
506,GF/Pt,TFE: MeCN(1: 1),LiClO4,1.2 mA
507,GF/Pt,TFE: MeCN(1: 1),LiClO4,1.0 V
508,GF/Pt,TFE: MeCN(1: 1),LiClO4,1.5 V
509,GF/Pt,TFE: MeCN(1: 1),LiClO4,0.6 mA
510,GF/Pt,TFE: MeCN(1: 1),LiOAc,0.3 mA
511,GF/Pt,TFE: MeCN(1: 1),LiOAc,0.9 mA
512,GF/Pt,TFE: MeCN(1: 1),LiOAc,1.2 mA
513,GF/Pt,TFE: MeCN(1: 1),LiOAc,1.0 V
514,GF/Pt,TFE: MeCN(1: 1),LiOAc,1.5 V
515,GF/Pt,TFE: MeCN(1: 1),LiOAc,0.6 mA
516,GF/Pt,TFE: MeCN(1: 1),NaO2CAd,0.3 mA
517,GF/Pt,TFE: MeCN(1: 1),NaO2CAd,0.9 mA
518,GF/Pt,TFE: MeCN(1: 1),NaO2CAd,1.2 mA
519,GF/Pt,TFE: MeCN(1: 1),NaO2CAd,1.0 V
520,GF/Pt,TFE: MeCN(1: 1),NaO2CAd,1.5 V
521,GF/Pt,TFE: MeCN(1: 1),NaO2CAd,0.6 mA
522,GF/Pt,TFE: MeCN(1: 1),NaOAc,0.3 mA
523,GF/Pt,TFE: MeCN(1: 1),NaOAc,0.9 mA
524,GF/Pt,TFE: MeCN(1: 1),NaOAc,1.2 mA
525,GF/Pt,TFE: MeCN(1: 1),NaOAc,1.0 V
526,GF/Pt,TFE: MeCN(1: 1),NaOAc,1.5 V
527,GF/Pt,TFE: MeCN(1: 1),NaOAc,0.6 mA
528,GF/Pt,TFE: MeCN(1: 1),nBu4NOAc,0.3 mA
529,GF/Pt,TFE: MeCN(1: 1),nBu4NOAc,0.9 mA
530,GF/Pt,TFE: MeCN(1: 1),nBu4NOAc,1.2 mA
531,GF/Pt,TFE: MeCN(1: 1),nBu4NOAc,1.0 V
532,GF/Pt,TFE: MeCN(1: 1),nBu4NOAc,1.5 V
533,GF/Pt,TFE: MeCN(1: 1),nBu4NOAc,0.6 mA
534,GF/Pt,TFE: MeCN(1: 1),nBu4NPF6,0.3 mA
535,GF/Pt,TFE: MeCN(1: 1),nBu4NPF6,0.9 mA
536,GF/Pt,TFE: MeCN(1: 1),nBu4NPF6,1.2 mA
537,GF/Pt,TFE: MeCN(1: 1),nBu4NPF6,1.0 V
538,GF/Pt,TFE: MeCN(1: 1),nBu4NPF6,1.5 V
539,GF/Pt,TFE: MeCN(1: 1),nBu4NPF6,0.6 mA
540,BDD/BDD,AcOH: TFE(1: 1),NaOPiv,0.3 mA
541,BDD/BDD,AcOH: TFE(1: 1),NaOPiv,0.9 mA
542,BDD/BDD,AcOH: TFE(1: 1),NaOPiv,1.2 mA
543,BDD/BDD,AcOH: TFE(1: 1),NaOPiv,1.0 V
544,BDD/BDD,AcOH: TFE(1: 1),NaOPiv,1.5 V
545,BDD/BDD,AcOH: TFE(1: 1),NaOPiv,0.6 mA
546,BDD/BDD,AcOH: TFE(1: 1),K3PO4,0.3 mA
547,BDD/BDD,AcOH: TFE(1: 1),K3PO4,0.9 mA
548,BDD/BDD,AcOH: TFE(1: 1),K3PO4,1.2 mA
549,BDD/BDD,AcOH: TFE(1: 1),K3PO4,1.0 V
550,BDD/BDD,AcOH: TFE(1: 1),K3PO4,1.5 V
551,BDD/BDD,AcOH: TFE(1: 1),K3PO4,0.6 mA
552,BDD/BDD,AcOH: TFE(1: 1),KOAc,0.3 mA
553,BDD/BDD,AcOH: TFE(1: 1),KOAc,0.9 mA
554,BDD/BDD,AcOH: TFE(1: 1),KOAc,1.2 mA
555,BDD/BDD,AcOH: TFE(1: 1),KOAc,1.0 V
556,BDD/BDD,AcOH: TFE(1: 1),KOAc,1.5 V
557,BDD/BDD,AcOH: TFE(1: 1),KOAc,0.6 mA
558,BDD/BDD,AcOH: TFE(1: 1),LiClO4,0.3 mA
559,BDD/BDD,AcOH: TFE(1: 1),LiClO4,0.9 mA
560,BDD/BDD,AcOH: TFE(1: 1),LiClO4,1.2 mA
561,BDD/BDD,AcOH: TFE(1: 1),LiClO4,1.0 V
562,BDD/BDD,AcOH: TFE(1: 1),LiClO4,1.5 V
563,BDD/BDD,AcOH: TFE(1: 1),LiClO4,0.6 mA
564,BDD/BDD,AcOH: TFE(1: 1),LiOAc,0.3 mA
565,BDD/BDD,AcOH: TFE(1: 1),LiOAc,0.9 mA
566,BDD/BDD,AcOH: TFE(1: 1),LiOAc,1.2 mA
567,BDD/BDD,AcOH: TFE(1: 1),LiOAc,1.0 V
568,BDD/BDD,AcOH: TFE(1: 1),LiOAc,1.5 V
569,BDD/BDD,AcOH: TFE(1: 1),LiOAc,0.6 mA
570,BDD/BDD,AcOH: TFE(1: 1),NaO2CAd,0.3 mA
571,BDD/BDD,AcOH: TFE(1: 1),NaO2CAd,0.9 mA
572,BDD/BDD,AcOH: TFE(1: 1),NaO2CAd,1.2 mA
573,BDD/BDD,AcOH: TFE(1: 1),NaO2CAd,1.0 V
574,BDD/BDD,AcOH: TFE(1: 1),NaO2CAd,1.5 V
575,BDD/BDD,AcOH: TFE(1: 1),NaO2CAd,0.6 mA
576,BDD/BDD,AcOH: TFE(1: 1),NaOAc,0.3 mA
577,BDD/BDD,AcOH: TFE(1: 1),NaOAc,0.9 mA
578,BDD/BDD,AcOH: TFE(1: 1),NaOAc,1.2 mA
579,BDD/BDD,AcOH: TFE(1: 1),NaOAc,1.0 V
580,BDD/BDD,AcOH: TFE(1: 1),NaOAc,1.5 V
581,BDD/BDD,AcOH: TFE(1: 1),NaOAc,0.6 mA
582,BDD/BDD,AcOH: TFE(1: 1),nBu4NOAc,0.3 mA
583,BDD/BDD,AcOH: TFE(1: 1),nBu4NOAc,0.9 mA
584,BDD/BDD,AcOH: TFE(1: 1),nBu4NOAc,1.2 mA
585,BDD/BDD,AcOH: TFE(1: 1),nBu4NOAc,1.0 V
586,BDD/BDD,AcOH: TFE(1: 1),nBu4NOAc,1.5 V
587,BDD/BDD,AcOH: TFE(1: 1),nBu4NOAc,0.6 mA
588,BDD/BDD,AcOH: TFE(1: 1),nBu4NPF6,0.3 mA
589,BDD/BDD,AcOH: TFE(1: 1),nBu4NPF6,0.9 mA
590,BDD/BDD,AcOH: TFE(1: 1),nBu4NPF6,1.2 mA
591,BDD/BDD,AcOH: TFE(1: 1),nBu4NPF6,1.0 V
592,BDD/BDD,AcOH: TFE(1: 1),nBu4NPF6,1.5 V
593,BDD/BDD,AcOH: TFE(1: 1),nBu4NPF6,0.6 mA
594,BDD/BDD,EtOH,NaOPiv,0.3 mA
595,BDD/BDD,EtOH,NaOPiv,0.9 mA
596,BDD/BDD,EtOH,NaOPiv,1.2 mA
597,BDD/BDD,EtOH,NaOPiv,1.0 V
598,BDD/BDD,EtOH,NaOPiv,1.5 V
599,BDD/BDD,EtOH,NaOPiv,0.6 mA
600,BDD/BDD,EtOH,K3PO4,0.3 mA
601,BDD/BDD,EtOH,K3PO4,0.9 mA
602,BDD/BDD,EtOH,K3PO4,1.2 mA
603,BDD/BDD,EtOH,K3PO4,1.0 V
604,BDD/BDD,EtOH,K3PO4,1.5 V
605,BDD/BDD,EtOH,K3PO4,0.6 mA
606,BDD/BDD,EtOH,KOAc,0.3 mA
607,BDD/BDD,EtOH,KOAc,0.9 mA
608,BDD/BDD,EtOH,KOAc,1.2 mA
609,BDD/BDD,EtOH,KOAc,1.0 V
610,BDD/BDD,EtOH,KOAc,1.5 V
611,BDD/BDD,EtOH,KOAc,0.6 mA
612,BDD/BDD,EtOH,LiClO4,0.3 mA
613,BDD/BDD,EtOH,LiClO4,0.9 mA
614,BDD/BDD,EtOH,LiClO4,1.2 mA
615,BDD/BDD,EtOH,LiClO4,1.0 V
616,BDD/BDD,EtOH,LiClO4,1.5 V
617,BDD/BDD,EtOH,LiClO4,0.6 mA
618,BDD/BDD,EtOH,LiOAc,0.3 mA
619,BDD/BDD,EtOH,LiOAc,0.9 mA
620,BDD/BDD,EtOH,LiOAc,1.2 mA
621,BDD/BDD,EtOH,LiOAc,1.0 V
622,BDD/BDD,EtOH,LiOAc,1.5 V
623,BDD/BDD,EtOH,LiOAc,0.6 mA
624,BDD/BDD,EtOH,NaO2CAd,0.3 mA
625,BDD/BDD,EtOH,NaO2CAd,0.9 mA
626,BDD/BDD,EtOH,NaO2CAd,1.2 mA
627,BDD/BDD,EtOH,NaO2CAd,1.0 V
628,BDD/BDD,EtOH,NaO2CAd,1.5 V
629,BDD/BDD,EtOH,NaO2CAd,0.6 mA
630,BDD/BDD,EtOH,NaOAc,0.3 mA
631,BDD/BDD,EtOH,NaOAc,0.9 mA
632,BDD/BDD,EtOH,NaOAc,1.2 mA
633,BDD/BDD,EtOH,NaOAc,1.0 V
634,BDD/BDD,EtOH,NaOAc,1.5 V
635,BDD/BDD,EtOH,NaOAc,0.6 mA
636,BDD/BDD,EtOH,nBu4NOAc,0.3 mA
637,BDD/BDD,EtOH,nBu4NOAc,0.9 mA
638,BDD/BDD,EtOH,nBu4NOAc,1.2 mA
639,BDD/BDD,EtOH,nBu4NOAc,1.0 V
640,BDD/BDD,EtOH,nBu4NOAc,1.5 V
641,BDD/BDD,EtOH,nBu4NOAc,0.6 mA
642,BDD/BDD,EtOH,nBu4NPF6,0.3 mA
643,BDD/BDD,EtOH,nBu4NPF6,0.9 mA
644,BDD/BDD,EtOH,nBu4NPF6,1.2 mA
645,BDD/BDD,EtOH,nBu4NPF6,1.0 V
646,BDD/BDD,EtOH,nBu4NPF6,1.5 V
647,BDD/BDD,EtOH,nBu4NPF6,0.6 mA
648,BDD/BDD,EtOH: MeCN(1: 1),NaOPiv,0.3 mA
649,BDD/BDD,EtOH: MeCN(1: 1),NaOPiv,0.9 mA
650,BDD/BDD,EtOH: MeCN(1: 1),NaOPiv,1.2 mA
651,BDD/BDD,EtOH: MeCN(1: 1),NaOPiv,1.0 V
652,BDD/BDD,EtOH: MeCN(1: 1),NaOPiv,1.5 V
653,BDD/BDD,EtOH: MeCN(1: 1),NaOPiv,0.6 mA
654,BDD/BDD,EtOH: MeCN(1: 1),K3PO4,0.3 mA
655,BDD/BDD,EtOH: MeCN(1: 1),K3PO4,0.9 mA
656,BDD/BDD,EtOH: MeCN(1: 1),K3PO4,1.2 mA
657,BDD/BDD,EtOH: MeCN(1: 1),K3PO4,1.0 V
658,BDD/BDD,EtOH: MeCN(1: 1),K3PO4,1.5 V
659,BDD/BDD,EtOH: MeCN(1: 1),K3PO4,0.6 mA
660,BDD/BDD,EtOH: MeCN(1: 1),KOAc,0.3 mA
661,BDD/BDD,EtOH: MeCN(1: 1),KOAc,0.9 mA
662,BDD/BDD,EtOH: MeCN(1: 1),KOAc,1.2 mA
663,BDD/BDD,EtOH: MeCN(1: 1),KOAc,1.0 V
664,BDD/BDD,EtOH: MeCN(1: 1),KOAc,1.5 V
665,BDD/BDD,EtOH: MeCN(1: 1),KOAc,0.6 mA
666,BDD/BDD,EtOH: MeCN(1: 1),LiClO4,0.3 mA
667,BDD/BDD,EtOH: MeCN(1: 1),LiClO4,0.9 mA
668,BDD/BDD,EtOH: MeCN(1: 1),LiClO4,1.2 mA
669,BDD/BDD,EtOH: MeCN(1: 1),LiClO4,1.0 V
670,BDD/BDD,EtOH: MeCN(1: 1),LiClO4,1.5 V
671,BDD/BDD,EtOH: MeCN(1: 1),LiClO4,0.6 mA
672,BDD/BDD,EtOH: MeCN(1: 1),LiOAc,0.3 mA
673,BDD/BDD,EtOH: MeCN(1: 1),LiOAc,0.9 mA
674,BDD/BDD,EtOH: MeCN(1: 1),LiOAc,1.2 mA
675,BDD/BDD,EtOH: MeCN(1: 1),LiOAc,1.0 V
676,BDD/BDD,EtOH: MeCN(1: 1),LiOAc,1.5 V
677,BDD/BDD,EtOH: MeCN(1: 1),LiOAc,0.6 mA
678,BDD/BDD,EtOH: MeCN(1: 1),NaO2CAd,0.3 mA
679,BDD/BDD,EtOH: MeCN(1: 1),NaO2CAd,0.9 mA
680,BDD/BDD,EtOH: MeCN(1: 1),NaO2CAd,1.2 mA
681,BDD/BDD,EtOH: MeCN(1: 1),NaO2CAd,1.0 V
682,BDD/BDD,EtOH: MeCN(1: 1),NaO2CAd,1.5 V
683,BDD/BDD,EtOH: MeCN(1: 1),NaO2CAd,0.6 mA
684,BDD/BDD,EtOH: MeCN(1: 1),NaOAc,0.3 mA
685,BDD/BDD,EtOH: MeCN(1: 1),NaOAc,0.9 mA
686,BDD/BDD,EtOH: MeCN(1: 1),NaOAc,1.2 mA
687,BDD/BDD,EtOH: MeCN(1: 1),NaOAc,1.0 V
688,BDD/BDD,EtOH: MeCN(1: 1),NaOAc,1.5 V
689,BDD/BDD,EtOH: MeCN(1: 1),NaOAc,0.6 mA
690,BDD/BDD,EtOH: MeCN(1: 1),nBu4NOAc,0.3 mA
691,BDD/BDD,EtOH: MeCN(1: 1),nBu4NOAc,0.9 mA
692,BDD/BDD,EtOH: MeCN(1: 1),nBu4NOAc,1.2 mA
693,BDD/BDD,EtOH: MeCN(1: 1),nBu4NOAc,1.0 V
694,BDD/BDD,EtOH: MeCN(1: 1),nBu4NOAc,1.5 V
695,BDD/BDD,EtOH: MeCN(1: 1),nBu4NOAc,0.6 mA
696,BDD/BDD,EtOH: MeCN(1: 1),nBu4NPF6,0.3 mA
697,BDD/BDD,EtOH: MeCN(1: 1),nBu4NPF6,0.9 mA
698,BDD/BDD,EtOH: MeCN(1: 1),nBu4NPF6,1.2 mA
699,BDD/BDD,EtOH: MeCN(1: 1),nBu4NPF6,1.0 V
700,BDD/BDD,EtOH: MeCN(1: 1),nBu4NPF6,1.5 V
701,BDD/BDD,EtOH: MeCN(1: 1),nBu4NPF6,0.6 mA
702,BDD/BDD,AcOH,NaOPiv,0.3 mA
703,BDD/BDD,AcOH,NaOPiv,0.9 mA
704,BDD/BDD,AcOH,NaOPiv,1.2 mA
705,BDD/BDD,AcOH,NaOPiv,1.0 V
706,BDD/BDD,AcOH,NaOPiv,1.5 V
707,BDD/BDD,AcOH,NaOPiv,0.6 mA
708,BDD/BDD,AcOH,K3PO4,0.3 mA
709,BDD/BDD,AcOH,K3PO4,0.9 mA
710,BDD/BDD,AcOH,K3PO4,1.2 mA
711,BDD/BDD,AcOH,K3PO4,1.0 V
712,BDD/BDD,AcOH,K3PO4,1.5 V
713,BDD/BDD,AcOH,K3PO4,0.6 mA
714,BDD/BDD,AcOH,KOAc,0.3 mA
715,BDD/BDD,AcOH,KOAc,0.9 mA
716,BDD/BDD,AcOH,KOAc,1.2 mA
717,BDD/BDD,AcOH,KOAc,1.0 V
718,BDD/BDD,AcOH,KOAc,1.5 V
719,BDD/BDD,AcOH,KOAc,0.6 mA
720,BDD/BDD,AcOH,LiClO4,0.3 mA
721,BDD/BDD,AcOH,LiClO4,0.9 mA
722,BDD/BDD,AcOH,LiClO4,1.2 mA
723,BDD/BDD,AcOH,LiClO4,1.0 V
724,BDD/BDD,AcOH,LiClO4,1.5 V
725,BDD/BDD,AcOH,LiClO4,0.6 mA
726,BDD/BDD,AcOH,LiOAc,0.3 mA
727,BDD/BDD,AcOH,LiOAc,0.9 mA
728,BDD/BDD,AcOH,LiOAc,1.2 mA
729,BDD/BDD,AcOH,LiOAc,1.0 V
730,BDD/BDD,AcOH,LiOAc,1.5 V
731,BDD/BDD,AcOH,LiOAc,0.6 mA
732,BDD/BDD,AcOH,NaO2CAd,0.3 mA
733,BDD/BDD,AcOH,NaO2CAd,0.9 mA
734,BDD/BDD,AcOH,NaO2CAd,1.2 mA
735,BDD/BDD,AcOH,NaO2CAd,1.0 V
736,BDD/BDD,AcOH,NaO2CAd,1.5 V
737,BDD/BDD,AcOH,NaO2CAd,0.6 mA
738,BDD/BDD,AcOH,NaOAc,0.3 mA
739,BDD/BDD,AcOH,NaOAc,0.9 mA
740,BDD/BDD,AcOH,NaOAc,1.2 mA
741,BDD/BDD,AcOH,NaOAc,1.0 V
742,BDD/BDD,AcOH,NaOAc,1.5 V
743,BDD/BDD,AcOH,NaOAc,0.6 mA
744,BDD/BDD,AcOH,nBu4NOAc,0.3 mA
745,BDD/BDD,AcOH,nBu4NOAc,0.9 mA
746,BDD/BDD,AcOH,nBu4NOAc,1.2 mA
747,BDD/BDD,AcOH,nBu4NOAc,1.0 V
748,BDD/BDD,AcOH,nBu4NOAc,1.5 V
749,BDD/BDD,AcOH,nBu4NOAc,0.6 mA
750,BDD/BDD,AcOH,nBu4NPF6,0.3 mA
751,BDD/BDD,AcOH,nBu4NPF6,0.9 mA
752,BDD/BDD,AcOH,nBu4NPF6,1.2 mA
753,BDD/BDD,AcOH,nBu4NPF6,1.0 V
754,BDD/BDD,AcOH,nBu4NPF6,1.5 V
755,BDD/BDD,AcOH,nBu4NPF6,0.6 mA
756,BDD/BDD,AcOH: EtOH(1: 1),NaOPiv,0.3 mA
757,BDD/BDD,AcOH: EtOH(1: 1),NaOPiv,0.9 mA
758,BDD/BDD,AcOH: EtOH(1: 1),NaOPiv,1.2 mA
759,BDD/BDD,AcOH: EtOH(1: 1),NaOPiv,1.0 V
760,BDD/BDD,AcOH: EtOH(1: 1),NaOPiv,1.5 V
761,BDD/BDD,AcOH: EtOH(1: 1),NaOPiv,0.6 mA
762,BDD/BDD,AcOH: EtOH(1: 1),K3PO4,0.3 mA
763,BDD/BDD,AcOH: EtOH(1: 1),K3PO4,0.9 mA
764,BDD/BDD,AcOH: EtOH(1: 1),K3PO4,1.2 mA
765,BDD/BDD,AcOH: EtOH(1: 1),K3PO4,1.0 V
766,BDD/BDD,AcOH: EtOH(1: 1),K3PO4,1.5 V
767,BDD/BDD,AcOH: EtOH(1: 1),K3PO4,0.6 mA
768,BDD/BDD,AcOH: EtOH(1: 1),KOAc,0.3 mA
769,BDD/BDD,AcOH: EtOH(1: 1),KOAc,0.9 mA
770,BDD/BDD,AcOH: EtOH(1: 1),KOAc,1.2 mA
771,BDD/BDD,AcOH: EtOH(1: 1),KOAc,1.0 V
772,BDD/BDD,AcOH: EtOH(1: 1),KOAc,1.5 V
773,BDD/BDD,AcOH: EtOH(1: 1),KOAc,0.6 mA
774,BDD/BDD,AcOH: EtOH(1: 1),LiClO4,0.3 mA
775,BDD/BDD,AcOH: EtOH(1: 1),LiClO4,0.9 mA
776,BDD/BDD,AcOH: EtOH(1: 1),LiClO4,1.2 mA
777,BDD/BDD,AcOH: EtOH(1: 1),LiClO4,1.0 V
778,BDD/BDD,AcOH: EtOH(1: 1),LiClO4,1.5 V
779,BDD/BDD,AcOH: EtOH(1: 1),LiClO4,0.6 mA
780,BDD/BDD,AcOH: EtOH(1: 1),LiOAc,0.3 mA
781,BDD/BDD,AcOH: EtOH(1: 1),LiOAc,0.9 mA
782,BDD/BDD,AcOH: EtOH(1: 1),LiOAc,1.2 mA
783,BDD/BDD,AcOH: EtOH(1: 1),LiOAc,1.0 V
784,BDD/BDD,AcOH: EtOH(1: 1),LiOAc,1.5 V
785,BDD/BDD,AcOH: EtOH(1: 1),LiOAc,0.6 mA
786,BDD/BDD,AcOH: EtOH(1: 1),NaO2CAd,0.3 mA
787,BDD/BDD,AcOH: EtOH(1: 1),NaO2CAd,0.9 mA
788,BDD/BDD,AcOH: EtOH(1: 1),NaO2CAd,1.2 mA
789,BDD/BDD,AcOH: EtOH(1: 1),NaO2CAd,1.0 V
790,BDD/BDD,AcOH: EtOH(1: 1),NaO2CAd,1.5 V
791,BDD/BDD,AcOH: EtOH(1: 1),NaO2CAd,0.6 mA
792,BDD/BDD,AcOH: EtOH(1: 1),NaOAc,0.3 mA
793,BDD/BDD,AcOH: EtOH(1: 1),NaOAc,0.9 mA
794,BDD/BDD,AcOH: EtOH(1: 1),NaOAc,1.2 mA
795,BDD/BDD,AcOH: EtOH(1: 1),NaOAc,1.0 V
796,BDD/BDD,AcOH: EtOH(1: 1),NaOAc,1.5 V
797,BDD/BDD,AcOH: EtOH(1: 1),NaOAc,0.6 mA
798,BDD/BDD,AcOH: EtOH(1: 1),nBu4NOAc,0.3 mA
799,BDD/BDD,AcOH: EtOH(1: 1),nBu4NOAc,0.9 mA
800,BDD/BDD,AcOH: EtOH(1: 1),nBu4NOAc,1.2 mA
801,BDD/BDD,AcOH: EtOH(1: 1),nBu4NOAc,1.0 V
802,BDD/BDD,AcOH: EtOH(1: 1),nBu4NOAc,1.5 V
803,BDD/BDD,AcOH: EtOH(1: 1),nBu4NOAc,0.6 mA
804,BDD/BDD,AcOH: EtOH(1: 1),nBu4NPF6,0.3 mA
805,BDD/BDD,AcOH: EtOH(1: 1),nBu4NPF6,0.9 mA
806,BDD/BDD,AcOH: EtOH(1: 1),nBu4NPF6,1.2 mA
807,BDD/BDD,AcOH: EtOH(1: 1),nBu4NPF6,1.0 V
808,BDD/BDD,AcOH: EtOH(1: 1),nBu4NPF6,1.5 V
809,BDD/BDD,AcOH: EtOH(1: 1),nBu4NPF6,0.6 mA
810,BDD/BDD,AcOH: MeCN(1: 1),NaOPiv,0.3 mA
811,BDD/BDD,AcOH: MeCN(1: 1),NaOPiv,0.9 mA
812,BDD/BDD,AcOH: MeCN(1: 1),NaOPiv,1.2 mA
813,BDD/BDD,AcOH: MeCN(1: 1),NaOPiv,1.0 V
814,BDD/BDD,AcOH: MeCN(1: 1),NaOPiv,1.5 V
815,BDD/BDD,AcOH: MeCN(1: 1),NaOPiv,0.6 mA
816,BDD/BDD,AcOH: MeCN(1: 1),K3PO4,0.3 mA
817,BDD/BDD,AcOH: MeCN(1: 1),K3PO4,0.9 mA
818,BDD/BDD,AcOH: MeCN(1: 1),K3PO4,1.2 mA
819,BDD/BDD,AcOH: MeCN(1: 1),K3PO4,1.0 V
820,BDD/BDD,AcOH: MeCN(1: 1),K3PO4,1.5 V
821,BDD/BDD,AcOH: MeCN(1: 1),K3PO4,0.6 mA
822,BDD/BDD,AcOH: MeCN(1: 1),KOAc,0.3 mA
823,BDD/BDD,AcOH: MeCN(1: 1),KOAc,0.9 mA
824,BDD/BDD,AcOH: MeCN(1: 1),KOAc,1.2 mA
825,BDD/BDD,AcOH: MeCN(1: 1),KOAc,1.0 V
826,BDD/BDD,AcOH: MeCN(1: 1),KOAc,1.5 V
827,BDD/BDD,AcOH: MeCN(1: 1),KOAc,0.6 mA
